File: Image_12133.jpg, Predicted: texting, Actual: running
File: Image_9489.jpg, Predicted: eating, Actual: texting
File: Image_7116.jpg, Predicted: using_laptop, Actual: texting
File: Image_4020.jpg, Predicted: listening_to_music, Actual: drinking
File: Image_7451.jpg, Predicted: listening_to_music, Actual: drinking
File: Image_4675.jpg, Predicted: using_laptop, Actual: sitting
File: Image_8478.jpg, Predicted: eating, Actual: texting
File: Image_2967.jpg, Predicted: cycling, Actual: hugging
File: Image_9928.jpg, Predicted: cycling, Actual: running
File: Image_8335.jpg, Predicted: cycling, Actual: dancing
File: Image_5558.jpg, Predicted: laughing, Actual: drinking
File: Image_12516.jpg, Predicted: eating, Actual: texting
File: Image_4776.jpg, Predicted: calling, Actual: clapping
File: Image_2710.jpg, Predicted: running, Actual: cycling
File: Image_2595.jpg, Predicted: cycling, Actual: running
File: Image_991.jpg, Predicted: cycling, Actual: texting
File: Image_3035.jpg, Predicted: cycling, Actual: fighting
File: Image_11880.jpg, Predicted: using_laptop, Actual: sitting
File: Image_3952.jpg, Predicted: eating, Actual: texting
File: Image_5566.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_274.jpg, Predicted: using_laptop, Actual: drinking
File: Image_2553.jpg, Predicted: hugging, Actual: drinking
File: Image_7357.jpg, Predicted: laughing, Actual: hugging
File: Image_4859.jpg, Predicted: using_laptop, Actual: sitting
File: Image_9013.jpg, Predicted: cycling, Actual: dancing
File: Image_10329.jpg, Predicted: using_laptop, Actual: drinking
File: Image_9742.jpg, Predicted: using_laptop, Actual: listening_to_music
File: Image_8365.jpg, Predicted: sleeping, Actual: fighting
File: Image_7851.jpg, Predicted: eating, Actual: sitting
File: Image_3390.jpg, Predicted: cycling, Actual: sleeping
File: Image_6851.jpg, Predicted: cycling, Actual: running
File: Image_9543.jpg, Predicted: running, Actual: dancing
File: Image_195.jpg, Predicted: cycling, Actual: sitting
File: Image_8949.jpg, Predicted: sleeping, Actual: laughing
File: Image_7906.jpg, Predicted: eating, Actual: sleeping
File: Image_10131.jpg, Predicted: clapping, Actual: eating
File: Image_9983.jpg, Predicted: texting, Actual: listening_to_music
File: Image_3544.jpg, Predicted: eating, Actual: sleeping
File: Image_2308.jpg, Predicted: using_laptop, Actual: drinking
File: Image_8890.jpg, Predicted: calling, Actual: hugging
File: Image_7391.jpg, Predicted: using_laptop, Actual: drinking
File: Image_832.jpg, Predicted: cycling, Actual: listening_to_music
File: Image_5592.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_10073.jpg, Predicted: using_laptop, Actual: texting
File: Image_6658.jpg, Predicted: cycling, Actual: texting
File: Image_12543.jpg, Predicted: listening_to_music, Actual: calling
File: Image_10781.jpg, Predicted: laughing, Actual: using_laptop
File: Image_8849.jpg, Predicted: cycling, Actual: hugging
File: Image_5285.jpg, Predicted: laughing, Actual: drinking
File: Image_4732.jpg, Predicted: cycling, Actual: running
File: Image_2315.jpg, Predicted: sleeping, Actual: hugging
File: Image_5089.jpg, Predicted: calling, Actual: laughing
File: Image_3260.jpg, Predicted: laughing, Actual: fighting
File: Image_4681.jpg, Predicted: eating, Actual: dancing
File: Image_7254.jpg, Predicted: laughing, Actual: texting
File: Image_12001.jpg, Predicted: using_laptop, Actual: clapping
File: Image_6394.jpg, Predicted: listening_to_music, Actual: sitting
File: Image_7650.jpg, Predicted: sleeping, Actual: calling
File: Image_8657.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_7477.jpg, Predicted: using_laptop, Actual: texting
File: Image_11947.jpg, Predicted: laughing, Actual: using_laptop
File: Image_10354.jpg, Predicted: cycling, Actual: sleeping
File: Image_3073.jpg, Predicted: sleeping, Actual: using_laptop
File: Image_7707.jpg, Predicted: laughing, Actual: hugging
File: Image_3624.jpg, Predicted: using_laptop, Actual: clapping
File: Image_1662.jpg, Predicted: laughing, Actual: drinking
File: Image_1825.jpg, Predicted: laughing, Actual: using_laptop
File: Image_7403.jpg, Predicted: eating, Actual: sitting
File: Image_5649.jpg, Predicted: eating, Actual: clapping
File: Image_9726.jpg, Predicted: eating, Actual: drinking
File: Image_10503.jpg, Predicted: cycling, Actual: running
File: Image_10092.jpg, Predicted: running, Actual: listening_to_music
File: Image_7849.jpg, Predicted: sleeping, Actual: calling
File: Image_9434.jpg, Predicted: dancing, Actual: using_laptop
File: Image_4213.jpg, Predicted: clapping, Actual: listening_to_music
File: Image_9922.jpg, Predicted: eating, Actual: cycling
File: Image_716.jpg, Predicted: eating, Actual: listening_to_music
File: Image_8971.jpg, Predicted: using_laptop, Actual: clapping
File: Image_3691.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_10256.jpg, Predicted: eating, Actual: cycling
File: Image_8961.jpg, Predicted: sitting, Actual: running
File: Image_11570.jpg, Predicted: laughing, Actual: drinking
File: Image_2826.jpg, Predicted: eating, Actual: clapping
File: Image_4936.jpg, Predicted: sleeping, Actual: drinking
File: Image_12274.jpg, Predicted: listening_to_music, Actual: clapping
File: Image_3318.jpg, Predicted: laughing, Actual: hugging
File: Image_10182.jpg, Predicted: eating, Actual: cycling
File: Image_4976.jpg, Predicted: laughing, Actual: hugging
File: Image_3146.jpg, Predicted: eating, Actual: clapping
File: Image_11244.jpg, Predicted: calling, Actual: clapping
File: Image_3749.jpg, Predicted: listening_to_music, Actual: clapping
File: Image_2736.jpg, Predicted: eating, Actual: laughing
File: Image_4660.jpg, Predicted: using_laptop, Actual: sitting
File: Image_5662.jpg, Predicted: laughing, Actual: texting
File: Image_5137.jpg, Predicted: using_laptop, Actual: sitting
File: Image_8351.jpg, Predicted: eating, Actual: clapping
File: Image_6551.jpg, Predicted: dancing, Actual: eating
File: Image_4960.jpg, Predicted: cycling, Actual: eating
File: Image_8283.jpg, Predicted: clapping, Actual: listening_to_music
File: Image_6703.jpg, Predicted: cycling, Actual: fighting
File: Image_7464.jpg, Predicted: cycling, Actual: sitting
File: Image_8649.jpg, Predicted: drinking, Actual: hugging
File: Image_9384.jpg, Predicted: eating, Actual: using_laptop
File: Image_2441.jpg, Predicted: clapping, Actual: texting
File: Image_1888.jpg, Predicted: eating, Actual: drinking
File: Image_11926.jpg, Predicted: calling, Actual: texting
File: Image_9392.jpg, Predicted: eating, Actual: listening_to_music
File: Image_960.jpg, Predicted: cycling, Actual: sleeping
File: Image_2399.jpg, Predicted: texting, Actual: laughing
File: Image_6784.jpg, Predicted: laughing, Actual: hugging
File: Image_3333.jpg, Predicted: sleeping, Actual: drinking
File: Image_4796.jpg, Predicted: using_laptop, Actual: calling
File: Image_9883.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_2009.jpg, Predicted: using_laptop, Actual: hugging
File: Image_3452.jpg, Predicted: using_laptop, Actual: drinking
File: Image_9080.jpg, Predicted: cycling, Actual: drinking
File: Image_4474.jpg, Predicted: cycling, Actual: fighting
File: Image_8545.jpg, Predicted: calling, Actual: hugging
File: Image_2212.jpg, Predicted: eating, Actual: clapping
File: Image_6175.jpg, Predicted: laughing, Actual: sleeping
File: Image_3478.jpg, Predicted: using_laptop, Actual: cycling
File: Image_10952.jpg, Predicted: laughing, Actual: clapping
File: Image_7612.jpg, Predicted: dancing, Actual: calling
File: Image_6362.jpg, Predicted: laughing, Actual: sleeping
File: Image_9612.jpg, Predicted: using_laptop, Actual: calling
File: Image_7712.jpg, Predicted: eating, Actual: hugging
File: Image_10946.jpg, Predicted: clapping, Actual: dancing
File: Image_5205.jpg, Predicted: using_laptop, Actual: dancing
File: Image_5478.jpg, Predicted: eating, Actual: clapping
File: Image_7316.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_552.jpg, Predicted: using_laptop, Actual: laughing
File: Image_269.jpg, Predicted: eating, Actual: hugging
File: Image_12272.jpg, Predicted: fighting, Actual: sitting
File: Image_8533.jpg, Predicted: cycling, Actual: fighting
File: Image_740.jpg, Predicted: laughing, Actual: sleeping
File: Image_4657.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_5189.jpg, Predicted: clapping, Actual: laughing
File: Image_10585.jpg, Predicted: cycling, Actual: fighting
File: Image_10697.jpg, Predicted: cycling, Actual: clapping
File: Image_3463.jpg, Predicted: laughing, Actual: dancing
File: Image_7807.jpg, Predicted: using_laptop, Actual: clapping
File: Image_11873.jpg, Predicted: using_laptop, Actual: drinking
File: Image_422.jpg, Predicted: sleeping, Actual: hugging
File: Image_546.jpg, Predicted: laughing, Actual: hugging
File: Image_7718.jpg, Predicted: calling, Actual: using_laptop
File: Image_287.jpg, Predicted: listening_to_music, Actual: using_laptop
File: Image_9506.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_10853.jpg, Predicted: sleeping, Actual: running
File: Image_5049.jpg, Predicted: sleeping, Actual: hugging
File: Image_5402.jpg, Predicted: using_laptop, Actual: clapping
File: Image_3495.jpg, Predicted: calling, Actual: sitting
File: Image_6576.jpg, Predicted: laughing, Actual: hugging
File: Image_8431.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_2076.jpg, Predicted: using_laptop, Actual: calling
File: Image_10218.jpg, Predicted: eating, Actual: hugging
File: Image_11115.jpg, Predicted: laughing, Actual: sleeping
File: Image_1306.jpg, Predicted: eating, Actual: clapping
File: Image_4728.jpg, Predicted: sleeping, Actual: hugging
File: Image_2972.jpg, Predicted: texting, Actual: listening_to_music
